id,from,doi,pmid,pmcid
2357,search,10.1186/1476-072x-7-38,18638385,PMC2491600
2358,search,10.1093/bioinformatics/btq231,20427517,PMC2887046
2359,search,10.1186/1471-2202-14-147,24245670,PMC3840590
2360,both,10.1093/nar/gku916,25294834,PMC4245971
2361,search,10.1186/1471-2105-13-50,22449239,PMC3338382
2362,both,10.1038/ncomms5741,25182274,PMC4167604
2363,search,10.1136/jamia.2010.003210,20819870,PMC2995670
2364,search,10.1186/2041-1480-2-s2-s2,21624157,PMC3102891
2365,both,10.1007/11540007_162,NA,PMC7122243
2366,both,10.1525/jer.2009.4.1.43,19374479,PMC2725426
2367,search,10.1371/journal.pgen.1003763,24039605,PMC3764194
2368,both,10.1093/bib/bbp048,20007728,PMC2810112
2369,both,10.1098/rsif.2015.0571,26490630,PMC4685837
2370,both,10.1093/bioinformatics/btp259,19376825,PMC2687992
2371,both,10.1371/journal.pcbi.1004391,26407127,PMC4583433
2372,search,10.1186/gb-2010-11-1-r6,20089154,PMC2847718
2373,search,10.1038/nbt.2561,23584611,PMC3678540
2374,search,10.1186/1476-072x-7-8,18298859,PMC2277489
2375,search,10.1371/journal.pone.0089606,24595056,PMC3940615
2376,both,10.1002/cfg.338,18629019,PMC2447301
2377,search,10.1007/s10147-020-01831-6,33249514,PMC7819967
2378,search,10.1093/nar/gkr1196,22144685,PMC3245068
2379,both,10.1371/journal.pone.0027553,22096593,PMC3212576
2380,search,10.1038/s41588-019-0504-x,31578528,PMC6858555
2381,search,10.3390/genes5040957,25271953,PMC4276921
2382,both,10.1093/bioinformatics/btn528,18936051,PMC2912506
2383,search,10.1186/s40246-014-0017-8,25265995,PMC4191248
2384,search,10.1371/journal.pgen.1005202,26020271,PMC4447360
2385,search,10.1093/database/bat080,24288140,PMC3842776
2386,search,10.1038/ncomms12092,27386823,PMC4941121
2387,search,10.1186/1755-8794-3-1,20092628,PMC2822734
2388,search,10.1186/gm536,24598577,PMC4062055
2389,search,10.1093/molbev/msu104,24648498,PMC4032132
2390,search,10.1186/1471-2105-11-610,21190573,PMC3019228
2391,both,10.2217/pgs.11.179,22256869,PMC3957334
2392,both,10.1161/JAHA.114.000976|10.1161/jaha.114.000976,24947998,PMC4309105
2393,search,10.1186/1471-2105-10-s10-s4,19796401,PMC2755825
2394,search,10.1186/1756-8935-8-8,25972927,PMC4429822
2395,both,10.1186/1471-2105-12-357,21880147,PMC3179972
2396,both,10.1093/bfgp/elu015,24907365,PMC4499874
2397,search,10.7554/elife.10528,26919175,PMC4786414
2398,search,10.1093/nar/gkh124,14681470,PMC308858
2399,search,10.1080/10643389.2010.518520,24771989,PMC3996524
2400,both,10.1371/journal.pone.0075185,24124474,PMC3790750
2401,both,10.1155/2014/272915,24877076,PMC4022201
2402,search,10.3389/fpsyt.2012.00050,22701439,PMC3372875
2403,search,10.1186/s13059-014-0484-1,25348012,PMC4232638
2404,search,10.1021/pr200140x,21800835,PMC3196594
2405,search,10.1186/1741-7007-6-49,19014478,PMC2645369
2406,search,10.1371/journal.pbio.1000247,19956802,PMC2774506
2407,search,10.1016/j.artmed.2015.03.005,25890687,PMC4742053
2408,search,10.1089/nsm.2020.0003,33659919,PMC7919422
2409,search,10.1186/1471-2164-15-1154,25528190,PMC4367834
2410,search,10.1186/1471-2407-10-672,21134280,PMC3013086
2411,both,10.1186/1471-2105-9-S1-S5|10.1186/1471-2105-9-s1-s5,18315858,PMC2259406
2412,search,10.1371/journal.pone.0152725,27073839,PMC4830514
2413,search,10.3389/fcimb.2012.00002,22919594,PMC3417401
2414,search,10.1080/17441692.2012.699975,22783909,PMC3438486
2415,both,10.1186/s13104-016-2023-5,27112211,PMC4845430
2416,both,10.1002/art.24360,19333917,PMC2734382
2417,search,10.1186/s12915-018-0518-3,29730990,PMC5937035
2418,search,10.1371/journal.pcbi.1000450,19649302,PMC2709445
2419,search,10.1093/bib/bbs075,23175680,PMC3896928
2420,search,10.1098/rstb.2011.0051,21727124,PMC3130426
2421,search,10.1186/1471-2105-8-243,17620146,PMC1940026
2422,search,10.3897/zookeys.150.1766,22207805,PMC3234430
2423,search,10.3233/jad-179932,29562524,PMC6008221
2424,search,NA,NA,PMC7128938
2425,search,10.1186/1471-2164-10-s1-s7,19594884,PMC2709268
2426,search,NA,NA,PMC4073525
2427,search,10.1016/j.jbi.2010.07.006,20647054,PMC2990796
2428,search,10.3402/ehtj.v4i0.7176,24149041,PMC3168227
2429,search,10.1017/s0025727300070071,11612148,PMC2557369
2430,search,NA,NA,PMC7129687
2431,search,10.1186/s12969-019-0313-x,NA,PMC7103907
2432,search,NA,NA,PMC7130024
2433,search,10.1038/s41431-019-0404-7,NA,PMC6778823
2434,search,10.1038/s41431-018-0247-7,NA,PMC6777611
2435,search,NA,NA,PMC3168217
2436,search,NA,NA,PMC7128455
2437,search,10.1038/s41431-019-0494-2,NA,PMC6876493
2438,search,10.1038/s41409-018-0354-7,NA,PMC7168573
2439,search,10.1007/s13244-016-0475-8,26873358,PMC4762835
2440,search,10.1177/2050640618792819,NA,PMC6796246
2441,search,NA,NA,PMC6058402
2442,search,10.3389/fcell.2021.703489,34490253,PMC8417786
2443,search,10.7150/ijms.58650,34104089,PMC8176188
2444,both,10.1111/imm.13175,32020584,PMC7160657
2445,search,10.3389/fphar.2019.00445,31133849,PMC6524730
2446,both,10.1038/sdata.2018.258,30457569,PMC6244181
2447,search,10.3892/or.2022.8410,36129153,PMC9535628
2448,search,10.1186/s12920-022-01314-9,35907849,PMC9338627
2449,search,10.3892/ol.2022.13390,35782902,PMC9247670
2450,both,10.1038/s41467-022-31030-y,35760791,PMC9237040
2451,search,10.3390/e23101296,34682020,PMC8534750
2452,search,10.1089/jayao.2020.0098,33185496,PMC8388252
2453,search,10.1371/journal.pone.0253918,34185818,PMC8241107
2454,search,10.1038/s41467-019-09664-2,31015423,PMC6478901
2455,search,10.1038/s41598-019-42908-1,31011201,PMC6476884
2456,search,10.1371/journal.pbio.3000054,30958818,PMC6472824
2457,search,10.1038/s41467-018-05709-0,30104684,PMC6089996
2458,search,10.1073/pnas.1712058115,29531082,PMC5910811
2459,search,10.1186/s13072-016-0074-4,27358653,PMC4926300
2460,search,10.1038/nmeth.3799,26950747,PMC4967716
2461,search,10.1186/s12883-014-0232-x,25491305,PMC4276108
2462,both,10.1136/jech-2012-201142,23155060,PMC3607093
2463,search,10.1093/database/bas005,22434839,PMC3308161
2464,search,10.3390/cancers14194594,36230517,PMC9558549
2465,search,10.3389/fcimb.2022.924424,36250062,PMC9556994
2466,search,10.1016/j.bcmd.2020.102438,32504882,PMC9509704
2467,both,10.5210/ojphi.v14i1.12577,36120162,PMC9473331
2468,search,10.1155/2022/9413562,36065304,PMC9440827
2469,search,10.3390/life12081236,36013415,PMC9410287
2470,search,10.3389/fimmu.2022.970885,36003383,PMC9394485
2471,search,10.1210/clinem/dgac394,35796577,PMC9387688
2472,both,10.1371/journal.pcbi.1010357,35951526,PMC9371329
2473,search,10.3389/fmolb.2022.1010160,36275632,PMC9585216
2474,search,10.12659/AOT.937469,36176185,PMC9528920
2475,search,10.1590/1806-9282.20220405,36134775,PMC9575037
2476,both,10.1016/j.jaci.2021.04.033,33991581,PMC9346194
2477,search,10.3390/e24070979,35885201,PMC9324794
2478,search,10.1016/j.omto.2022.07.002,35892120,PMC9307607
2479,both,10.1038/s41586-022-04576-6,35255492,PMC9259496
2480,search,10.3389/fneur.2022.910366,35785356,PMC9240222
2481,search,10.1128/mbio.03467-21,35575545,PMC9239185
2482,search,10.1159/000519305,34670213,PMC9149444
2483,search,10.1186/s41065-022-00236-x,35658960,PMC9167514
2484,search,10.1007/s12035-022-02830-6,35435618,PMC9148283
2485,search,10.1084/jem.20211887,35587822,PMC9123307
2486,both,10.3389/fphar.2022.872785,35620297,PMC9127467
2487,search,10.1186/s12864-022-08881-2,36253723,PMC9575303
2488,search,10.3389/fmolb.2022.966927,36188216,PMC9523224
2489,search,10.1186/s13040-022-00310-0,36171616,PMC9516808
2490,search,10.1186/s12894-022-01103-7,36131343,PMC9494810
2491,search,10.3389/fendo.2022.949097,35992129,PMC9388909
2492,search,10.3389/fmed.2022.697644,35860733,PMC9289209
2493,search,10.3389/fgene.2022.805806,35783259,PMC9240392
2494,search,10.3389/fgene.2022.905617,35754838,PMC9214242
2495,search,10.1186/s13578-022-00812-8,35715826,PMC9206271
2496,search,10.3389/fcvm.2022.892000,35711367,PMC9194086
2497,search,10.1038/s41467-022-30881-9,35672316,PMC9174180
2498,search,10.1038/s41597-022-01348-9,35650205,PMC9160032
2499,search,10.3390/jpm12050757,35629179,PMC9147545
2500,both,10.1007/s13755-022-00176-w,35607433,PMC9123154
2501,search,10.1007/s12032-022-01665-4,35568777,PMC9107348
2502,search,10.1186/s13148-022-01278-8,35509021,PMC9069737
2503,both,10.3389/fgene.2022.855739,35571058,PMC9096447
2504,search,10.1186/s12885-022-09577-2,35477379,PMC9047343
2505,search,10.3389/fphar.2022.805432,35548340,PMC9081434
2506,search,10.1371/journal.pone.0266897,35446883,PMC9022833
2507,search,10.3389/fmed.2022.861032,35479958,PMC9037591
2508,search,10.21037/tlcr-21-789,35529798,PMC9073742
2509,search,10.1371/journal.pone.0265527,35333898,PMC8956198
2510,both,10.1101/2021.02.09.21251454,33594374,PMC7885933
2511,both,10.1016/j.xgen.2022.100109,35373174,PMC8975122
2512,search,10.3389/fonc.2022.842182,35311085,PMC8930202
2513,search,10.1155/2022/7261486,35281516,PMC8906937
2514,search,10.3390/genes13030393,35327947,PMC8950518
2515,search,NA,35308911,PMC8861713
2516,search,10.1186/s12864-022-08348-4,35144563,PMC8832813
2517,search,10.1186/s12967-022-03268-z,35123499,PMC8817485
2518,search,10.1093/bib/bbab601,35106564,PMC8921651
2519,search,10.3389/fimmu.2021.793992,35145509,PMC8821902
2520,search,10.1038/s41467-021-27706-6,35013273,PMC8748632
2521,search,10.3389/fped.2021.769937,35071130,PMC8767645
2522,search,10.3389/fmolb.2021.691966,35059432,PMC8763695
2523,both,10.1016/j.ajhg.2021.12.001,34951958,PMC8764206
2524,search,10.3389/fonc.2021.814396,34993155,PMC8724435
2525,search,10.1186/s12911-021-01724-2,34922536,PMC8684266
2526,search,10.1186/s12864-021-08200-1,34906084,PMC8670162
2527,both,10.1007/s12539-021-00491-y,34826045,PMC8616973
2528,search,10.1186/s13326-021-00256-y,34823598,PMC8620253
2529,search,10.1038/s41598-021-02489-4,34824360,PMC8617268
2530,search,10.1038/s41419-021-04380-6,34799559,PMC8605000
2531,search,10.1093/gbe/evab257,34864972,PMC8643662
2532,search,10.1016/j.immuni.2021.08.020,34534438,PMC8585507
2533,search,10.3390/ijms222111955,34769386,PMC8584910
2534,search,10.1038/s41467-021-26603-2,34728633,PMC8563941
2535,search,10.1093/nar/gkab933,34718719,PMC8728262
2536,search,10.3390/brainsci11111438,34827437,PMC8615382
2537,search,10.1186/s12885-021-08818-0,34688260,PMC8539775
2538,search,10.3389/fmicb.2021.755801,34745063,PMC8564382
2539,search,10.1186/s13018-021-02715-9,34663382,PMC8522004
2540,search,10.1016/j.gpb.2021.05.002,34606979,PMC8864250
2541,search,10.1093/hmg/ddab279,34590679,PMC8947322
2542,search,10.1016/j.xpro.2021.100873,34746856,PMC8551262
2543,search,10.1038/s41467-021-25725-x,34548483,PMC8455606
2544,search,10.1371/journal.pgen.1009773,34499650,PMC8428764
2545,search,10.1212/NXI.0000000000001078,34493606,PMC8424492
2546,search,10.1155/2021/6623912,34527739,PMC8437630
2547,search,10.7717/peerj.11946,34557343,PMC8420874
2548,search,10.3390/ijerph18178985,34501574,PMC8430534
2549,search,10.3389/fimmu.2021.700031,34489947,PMC8417809
2550,search,10.3389/fgene.2021.712170,34490041,PMC8417042
2551,search,10.3390/ijms22168742,34445452,PMC8395944
2552,search,10.3389/fonc.2021.684242,34408977,PMC8366562
2553,both,10.4103/ayu.AYU_45_18,34566386,PMC8415240
2554,search,10.1242/dev.196022,34184026,PMC8327186
2555,search,10.1186/s13195-021-00862-z,34243793,PMC8272278
2556,search,10.1038/s41598-021-93616-8,34244572,PMC8270917
2557,search,10.3390/cells10071701,34359868,PMC8304327
2558,both,10.3389/frma.2021.670206,34278204,PMC8281808
2559,search,10.1038/s41420-021-00547-4,34226525,PMC8257685
2560,search,10.3389/fonc.2021.685980,34249735,PMC8261128
2561,search,10.1186/s13046-021-02015-4,34162418,PMC8220716
2562,search,10.3389/fgene.2021.670240,34211498,PMC8239365
2563,search,10.1093/bib/bbab226,34117734,PMC8344611
2564,both,10.1186/s13195-021-00850-3,34108016,PMC8189279
2565,search,10.3389/fvets.2021.659840,34136553,PMC8203102
2566,search,10.3389/fimmu.2021.666163,34135895,PMC8202013
2567,search,10.1038/s41598-021-89578-6,34031435,PMC8144609
2568,search,10.1038/s41467-021-23111-1,34021136,PMC8140091
2569,search,10.1126/sciadv.abe4601,34020948,PMC8139596
2570,both,10.1093/bib/bbab159,34013350,PMC8574649
2571,search,10.3389/fimmu.2021.676173,34054865,PMC8153485
2572,search,10.1128/mSystems.00163-21,33975967,PMC8125073
2573,search,10.1007/s13205-021-02800-0,33996374,PMC8113418
2574,search,10.18632/aging.202982,33962392,PMC8202856
2575,search,10.3390/plants10050919,34063717,PMC8147785
2576,search,10.1038/s41586-021-03489-0,33911285,PMC8817786
2577,both,10.1038/s41598-021-88617-6,33903708,PMC8076240
2578,both,10.1038/s41467-021-22570-w,33893283,PMC8065164
2579,search,10.1038/s41551-021-00703-2,33859388,PMC8370714
2580,search,10.12688/f1000research.28449.1,34249331,PMC8226415
2581,both,10.3390/nu13041150,33807197,PMC8067152
2582,search,10.1038/s41598-021-86690-5,33785833,PMC8009949
2583,both,10.1101/2021.03.15.435423,33791705,PMC8010732
2584,search,10.18632/aging.202718,33744846,PMC8064151
2585,search,10.3389/fendo.2021.538364,33776902,PMC7994755
2586,search,10.1002/1878-0261.12923,33576154,PMC8253095
2587,search,10.34067/KID.0006902020,35373060,PMC8791347
2588,search,10.1093/database/baab010,33693667,PMC7947570
2589,search,10.3389/fonc.2021.604319,33738251,PMC7961084
2590,both,10.3389/fdata.2021.582468,33748749,PMC7968724
2591,search,10.1136/jitc-2020-001374,33589522,PMC7887377
2592,search,10.1371/journal.pone.0244556,33566847,PMC7875397
2593,search,10.1111/cei.13568,33349924,PMC8062987
2594,search,10.1016/j.cell.2020.12.040,33508229,PMC8487654
2595,both,10.1126/science.aba6500,33479125,PMC7611557
2596,both,10.1039/d0ra10322e,35424258,PMC8693784
2597,search,10.1371/journal.pone.0244604,33406098,PMC7787442
2598,search,10.1016/j.omtn.2020.12.024,33575113,PMC7851425
2599,search,10.1080/15592294.2020.1859867,33315488,PMC8813078
2600,search,10.1038/s41392-020-00457-4,33361761,PMC7758413
2601,search,10.1038/s41420-020-00376-x,33293514,PMC7721861
2602,search,10.1093/nar/gkaa1146,33275159,PMC7897501
2603,search,10.2196/21434,33112762,PMC7674143
2604,search,10.1093/bib/bbaa283,33179736,PMC8293827
2605,search,10.3390/cells9112452,33182724,PMC7697763
2606,search,10.18632/aging.104004,33177242,PMC7695408
2607,search,10.1097/MD.0000000000022861,33126329,PMC7598801
2608,search,10.1016/j.neo.2020.10.006,33142239,PMC7588814
2609,search,10.1038/s41598-020-72671-7,33004861,PMC7529897
2610,search,10.1186/s13326-020-00226-w,32993795,PMC7523397
2611,search,10.1371/journal.pone.0238290,32946464,PMC7500653
2612,search,10.1038/s41590-020-0776-4,32929273,PMC8496952
2613,search,10.1371/journal.pbio.3000849,32898168,PMC7478592
2614,search,10.1101/2020.08.17.254839,32839776,PMC7444288
2615,search,10.2196/16948,32759099,PMC7441383
2616,search,10.1136/bmjgh-2020-003035,32764129,PMC7411326
2617,both,10.1038/s41540-020-00144-8,32737302,PMC7395738
2618,search,10.3390/v12080804,32722537,PMC7472097
2619,search,10.3390/life10080121,32722369,PMC7459646
2620,both,10.2196/20443,32706718,PMC7400033
2621,search,10.7150/thno.46142,32754277,PMC7392022
2622,search,10.1098/rsob.200121,32634370,PMC7574545
2623,search,10.1177/0033354920935068,32639897,PMC7383758
2624,search,10.1016/j.freeradbiomed.2020.06.004,32634473,PMC7434665
2625,both,10.1038/s41597-020-0524-5,32561801,PMC7305141
2626,search,10.3233/JAD-200207,32417785,PMC7369085
2627,search,10.1038/s41598-020-66721-3,32541655,PMC7295769
2628,search,10.1038/s41467-020-16786-5,32532995,PMC7293284
2629,search,10.1371/journal.pone.0233728,32469969,PMC7259763
2630,search,10.3390/ijms21113828,32481589,PMC7312552
2631,both,10.1093/nargab/lqaa032,32500119,PMC7252576
2632,search,10.1016/j.molcel.2020.04.013,32380061,PMC7263428
2633,search,10.3389/fcell.2020.00268,32391358,PMC7188931
2634,search,10.1161/CIRCRESAHA.118.314460,32290757,PMC8328577
2635,both,10.1093/bioinformatics/btaa150,32129827,PMC7267831
2636,both,10.1021/acs.molpharmaceut.9b01248,32237745,PMC7319183
2637,search,10.1186/s12859-020-3462-5,32245404,PMC7119171
2638,search,10.3389/fgene.2020.00253,32296458,PMC7136556
2639,search,10.12659/MSM.920854,32200387,PMC7111148
2640,both,NA,32308857,PMC7153069
2641,both,10.1007/s13755-020-0100-6,32117570,PMC7021844
2642,search,10.3892/ol.2020.11391,32218854,PMC7068344
2643,search,10.1177/1177932219899051,32076369,PMC7003173
2644,search,10.3389/fimmu.2019.02956,31998290,PMC6965496
2645,search,10.1155/2020/4030915,31998788,PMC6977339
2646,search,10.1186/s12958-019-0556-x,31881887,PMC6933721
2647,search,10.1186/s12911-019-0968-8,31856813,PMC6921439
2648,both,10.1002/humu.23933,31680375,PMC7182498
2649,both,10.1016/j.adaj.2019.05.029,31668172,PMC6827714
2650,search,10.1155/2019/5058313,31772688,PMC6854968
2651,search,10.1016/j.immuni.2019.09.005,31604686,PMC7076585
2652,both,10.3389/fphar.2019.00975,31551780,PMC6747929
2653,both,10.1515/jib-2018-0069,31494632,PMC7074139
2654,search,10.1186/s12920-019-0562-z,31382962,PMC6683425
2655,search,10.15252/msb.20198849,31464373,PMC6674232
2656,search,10.3892/ol.2019.10685,31516585,PMC6732946
2657,both,10.3389/fnins.2019.00779,31396047,PMC6667736
2658,search,10.1172/jci.insight.128217,31292299,PMC6629248
2659,search,10.3389/fphys.2019.00872,31338039,PMC6629899
2660,both,10.1038/s41598-019-46293-7,31285471,PMC6614395
2661,both,10.1038/s41588-019-0456-1,31253980,PMC7124888
2662,search,10.1093/jamia/ocz075,31197355,PMC6913208
2663,search,10.3892/mmr.2019.10336,31173250,PMC6625394
2664,search,10.3389/fpls.2019.00631,31214208,PMC6558174
2665,search,10.1002/mgg3.776,31131548,PMC6625136
2666,search,10.12659/MSM.916181,31083646,PMC6528550
2667,both,10.1371/journal.pcbi.1007052,31075101,PMC6530867
2668,search,10.1093/nar/gkz347,31069376,PMC6602483
2669,search,10.3390/ijns5020020,33072979,PMC7510211
2670,both,10.2196/13316,31038462,PMC6611693
2671,both,10.1093/jamiaopen/ooz009,31984360,PMC6951876
2672,search,10.1093/bioinformatics/btz250,30977807,PMC7963073
2673,search,10.1093/hmg/ddz074,31095684,PMC6644163
2674,search,10.3389/fgene.2019.00270,31001321,PMC6454152
2675,search,10.1093/database/baz034,30938776,PMC6449534
2676,search,10.1093/bioinformatics/btz227,30937439,PMC6821251
2677,search,10.1186/s13041-019-0449-0,30922409,PMC6438009
2678,both,10.3892/ol.2019.10146,31186684,PMC6507315
2679,both,10.1038/s41598-019-40368-1,30858527,PMC6411989
2680,search,10.1186/s12957-019-1587-7,30849987,PMC6408756
2681,search,10.1038/s41598-019-39318-8,30809014,PMC6391370
2682,search,10.3389/fonc.2019.00078,30828567,PMC6384238
2683,search,10.1007/978-1-4939-9581-3_13,31228162,PMC7315404
2684,search,10.3892/ol.2018.9829,30675288,PMC6341808
2685,both,10.3389/fnana.2018.00111,30581382,PMC6292998
2686,both,10.3390/genes9120593,30501127,PMC6315915
2687,search,10.1038/s41591-018-0241-1,30478421,PMC6614557
2688,search,10.3892/ol.2018.9707,30655896,PMC6313033
2689,search,10.1186/s12920-018-0407-1,30382873,PMC6211550
2690,search,10.1038/s41598-018-33980-0,30349060,PMC6197198
2691,search,10.1093/database/bay101,30295720,PMC6173224
2692,search,10.1177/2055207618804927,30302270,PMC6172935
2693,search,10.1038/s12276-018-0142-x,30201949,PMC6131549
2694,both,10.7150/ijbs.27896,30416382,PMC6216023
2695,search,10.1111/jnc.14469,29806693,PMC6181788
2696,both,10.1038/s41576-018-0017-y,29795125,PMC6451964
2697,search,10.1007/s00018-018-2898-5,30097691,PMC6208765
2698,search,10.1155/2018/4808046,30112393,PMC6077688
2699,search,10.1038/s41598-018-28815-x,30002402,PMC6043496
2700,both,10.1002/ana.25263,29908077,PMC6119489
2701,search,10.12688/f1000research.8967.2,30101006,PMC6063319
2702,both,10.1371/journal.pone.0199435,29949603,PMC6021074
2703,both,10.18632/oncotarget.25617,29983891,PMC6033374
2704,search,10.3389/fmicb.2018.01095,29887853,PMC5981159
2705,both,NA,29854221,PMC5977642
2706,search,10.1186/s12859-018-2102-9,29671400,PMC5907215
2707,search,10.1038/s41467-018-03845-1,29643389,PMC5895627
2708,search,10.1101/gad.312157.118,29632085,PMC5959235
2709,both,10.1186/s12911-018-0592-z,29589568,PMC5872392
2710,search,10.1038/s41467-017-02772-x,29440659,PMC5811508
2711,search,10.3389/fnmol.2017.00430,29375298,PMC5768647
2712,search,10.1038/s41398-017-0026-1,29249830,PMC5802688
2713,both,10.3233/DS-170001,30294517,PMC6171523
2714,both,10.1016/j.jbi.2017.11.014,29174994,PMC5771885
2715,search,10.1155/2017/8565739,29250549,PMC5700471
2716,both,10.1038/s41467-017-00923-8,29066781,PMC5654761
2717,both,10.3892/or.2017.6051,29130105,PMC5783588
2718,search,10.1186/s12859-017-1856-9,29047346,PMC5648503
2719,both,10.1038/s41598-017-13841-y,29044180,PMC5647373
2720,search,10.1084/jem.20161827,28899870,PMC5626393
2721,search,10.3389/fmicb.2017.01833,29033906,PMC5625025
2722,search,10.1186/s13326-017-0138-9,29297359,PMC5763518
2723,both,10.1186/s13326-017-0144-y,29297376,PMC5763495
2724,both,10.7717/peerj.3811,28929028,PMC5602685
2725,both,10.3892/mmr.2017.6800,28627654,PMC5562055
2726,search,10.2196/publichealth.6396,28468748,PMC5438461
2727,search,10.1016/j.jbi.2017.04.014,28435015,PMC5509335
2728,both,10.1371/journal.pcbi.1005428,28426665,PMC5398485
2729,search,10.1371/journal.pcbi.1005500,28414800,PMC5411092
2730,both,10.7717/peerj.3175,28392987,PMC5384566
2731,search,10.3389/fpubh.2017.00066,28421178,PMC5379772
2732,search,10.1242/dmm.027789,28381599,PMC5399566
2733,both,10.5808/GI.2017.15.1.19,28416946,PMC5389944
2734,search,10.1016/j.gheart.2017.01.005,28302555,PMC5582980
2735,both,10.1038/ng.3774,28138153,PMC5367263
2736,search,10.1093/bioinformatics/btw763,28062448,PMC5386138
2737,search,10.1016/j.jbi.2016.11.004,27866001,PMC5588694
2738,both,10.4251/wjgo.v8.i11.772,27895815,PMC5108979
2739,both,10.1101/mcs.a001131,27900361,PMC5111005
2740,both,10.1093/nar/gkw973,27924038,PMC5389649
2741,both,10.1186/s13326-016-0104-y,27716359,PMC5050577
2742,both,10.1038/ncomms12846,27667448,PMC5052684
2743,both,10.1371/journal.pone.0162287,27643689,PMC5028053
2744,search,10.1186/s10194-016-0670-5,27581159,PMC5007232
2745,both,10.1126/science.aad6970,27540175,PMC5534139
2746,search,10.1534/genetics.116.188870,27516611,PMC4981258
2747,both,10.1186/s12938-016-0188-8,27454467,PMC4959364
2748,search,10.1371/journal.pone.0154952,27227451,PMC4881915
2749,both,10.18632/oncotarget.9353,27191267,PMC5122359
2750,both,10.18632/oncotarget.9030,27127885,PMC5085132
2751,both,10.1038/srep23167,26975833,PMC4791596
2752,both,10.1093/database/baw005,26896844,PMC4761108
2753,search,10.1104/pp.15.01667,26869702,PMC4825114
2754,both,10.1038/cddis.2015.414,26775705,PMC4816187
2755,both,10.1002/humu.22950,26699919,PMC5066700
2756,both,10.1186/s12918-015-0247-y,26818594,PMC4895779
2757,both,10.1371/journal.pone.0144717,26734936,PMC4703377
2758,both,10.1038/srep16767,26733343,PMC4702094
2759,search,10.1016/j.jbi.2015.12.010,26707631,PMC4792744
2760,search,10.3389/fmicb.2015.01386,26696993,PMC4673313
2761,search,10.1093/nar/gkv1123,26516186,PMC4702816
2762,both,10.1038/srep15478,26486520,PMC4614344
2763,both,10.1186/s13326-015-0034-0,26413258,PMC4582726
2764,both,10.1016/j.atg.2015.08.005,27054074,PMC4803771
2765,search,10.1002/mpr.1481,26184780,PMC6877250
2766,search,10.3389/fcell.2015.00028,26157799,PMC4478898
2767,both,10.1038/srep11459,26099468,PMC4477208
2768,both,10.1038/srep11435,26073932,PMC4466794
2769,both,10.1093/bioinformatics/btv227,26072480,PMC4765862
2770,search,10.1016/j.ajpath.2015.03.003,25892682,PMC4450313
2771,search,10.1093/database/bav034,25858285,PMC4390608
2772,search,10.1186/s12906-015-0579-6,25879470,PMC4354738
2773,both,10.1038/nature14248,25693563,PMC4530010
2774,search,10.3389/fpls.2014.00734,25601871,PMC4283508
2775,both,10.4137/BBI.S19057,25574136,PMC4274039
2776,both,10.1093/nar/gku678,25063300,PMC4191379
2777,both,10.1093/bioinformatics/btt549,24135261,PMC3842757
2778,both,10.1371/journal.pone.0074250,24066126,PMC3774754
2779,both,10.1093/database/bat063,24030781,PMC3770929
2780,both,10.18632/oncotarget.1272,24096697,PMC3824538
2781,both,10.1371/journal.pone.0073074,24019896,PMC3760887
2782,both,10.1371/journal.pone.0070176,23936388,PMC3731344
2783,both,10.1371/journal.pone.0067994,23826353,PMC3694879
2784,both,10.1186/1477-5956-11-23,23702249,PMC3669006
2785,both,10.1371/journal.pone.0056653,23437198,PMC3578923
2786,search,10.1093/nar/gks1257,23203874,PMC3531121
2787,both,10.1093/nar/gks937,23066107,PMC3531050
2788,both,10.1186/gm376,23021552,PMC3580445
2789,both,10.2147/IJN.S24582,22866003,PMC3410693
2790,both,10.1186/1756-0500-5-360,22813356,PMC3461469
2791,both,10.1371/journal.pone.0034480,22493694,PMC3321019
2792,both,10.1016/j.jbi.2012.02.013,22490168,PMC3371096
2793,both,10.1093/nar/gkr1145,22139918,PMC3245106
2794,both,10.1371/journal.pone.0027871,22140477,PMC3227580
2795,search,10.1186/1752-0509-5-124,21835028,PMC3170340
2796,search,10.1186/2041-1480-2-S4-I1,21996496,PMC3194167
2797,both,10.1186/gb-2011-12-6-r57,21696594,PMC3218845
2798,search,10.3414/ME10-01-0020,21057720,PMC3125434
2799,both,10.1177/0300985810374837,20685919,PMC3039125
2800,search,10.1007/s00335-009-9208-3,19649761,PMC2759022
2801,search,10.2460/javma.234.12.1530,19527123,PMC3804058
2802,search,10.1186/1471-2105-8-377,17925014,PMC2180186
2803,search,10.1002/cfg.497,18629199,PMC2447494
2804,both,10.1002/cfg.339,18629028,PMC2447310
2805,citedby,10.3390/ph15101204,36297316,PMC9607024
2806,citedby,10.1093/bib/bbz038,30972412,NA
2807,citedby,NA,NA,NA
2808,citedby,10.1007/978-3-319-67074-4_2,NA,NA
2809,citedby,10.1145/3018896.3018966,NA,NA
2810,citedby,10.1016/j.drudis.2013.10.024,24201223,NA
2811,citedby,10.1038/s43018-022-00379-w,35624339,NA
2812,citedby,10.1109/CBMS52027.2021.00041,NA,NA
2813,citedby,10.1007/978-3-319-31744-1_66,NA,NA
2814,citedby,10.1111/itor.13208,NA,NA
2815,citedby,10.1007/s13721-022-00353-7,NA,NA
2816,citedby,10.1093/bib/bbaa350,33341893,NA
2817,citedby,10.1016/j.eswa.2018.08.004,NA,NA
